Tajuk Perolehan,PTJ,Tarikh Iklan,Tarikh Tutup,Tempoh Berbaki (Hari),Taklimat / Lawatan Tapak,Tindakan
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SERI SAUJANA DI BAWAH JABATAN PENDIDIKAN WILAYAH PERSEKUTUAN KUALA LUMPUR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PUTERI WILAYAH DI BAWAH JABATAN PENDIDIKAN WILAYAH PERSEKUTUAN KUALA LUMPUR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK TINGGI SETAPAK DI BAWAH JABATAN PENDIDIKAN WILAYAH PERSEKUTUAN KUALA LUMPUR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMKA DATO' HAJI ABU HASSAN HAJI SAIL (TMUA) DI BAWAH JABATAN PENDIDIKAN NEGERI SEMBILAN, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM AGAMA ARAB ANNUR DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SIMPANG RENGGAM (B) DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SERI LALANG DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA LUGHATUL QURAN DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK BEKOK DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA BANDAR TENGGARA DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA AT-TANWIRIAH DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA SHAMSUDDINIAH DI BAWAH JABATAN PENDIDIKAN NEGERI JOHOR, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SEKOLAH DATO' ABDUL RAZAK DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AGAMA TUN DATU MUSTAPHA, PAPAR DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SIMPANGAN,  BELURAN DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SEPULOT, NABAWAN DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AGAMA TUN JUHAR, SANDAKAN DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK KOTA MARUDU, KOTA MARUDU DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK KOTA MARUDU II, KOTA MARUDU DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK SIKUATI, KUDAT DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK MATUPANG JAYA, RANAU DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SEKOLAH TUANKU ABDUL RAHMAN DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK PITAS II, PITAS DI BAWAH JABATAN PENDIDIKAN NEGERI SABAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM PENDIDIKAN KHAS SETAPAK DI BAWAH BAHAGIAN PENDIDIKAN KHAS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM PENDIDIKAN KHAS PULAU PINANG
SK PENDIDIKAN KHAS PULAU PINANG DI BAWAH BAHAGIAN PENDIDIKAN KHAS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM SAINS TUANKU MUNAWIR DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMA PERSEKUTUAN KAJANG DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SMK AGAMA BALING DI BAWAH JABATAN PENDIDIKAN NEGERI KEDAH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI A) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SBP INTEGRASI RAWANG (TMUA) DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SM SAINS SABAH DI BAWAH BAHAGIAN PENGURUSAN SEKOLAH BERASRAMA PENUH, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI B) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"TAWARAN TENDER MEMBEKAL, MENGHANTAR, MEMASANG DAN MENTAULIAH SEUNIT “FLEXIBLE VIDEO BRONCHOSCOPY (COMPLETE SET WITH SOFTWARE AND PRINTER) WITH SCOPE” DI JABATAN PEDIATRIK HOSPITAL TENGKU AMPUAN RAHIMAH KLANG",JKN SELANGOR PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SELANGOR,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
TENDER PERKHIDMATAN KAWALAN KESELAMATAN TANPA SENJATA DI HOSPITAL GERIK BAGI TEMPOH TIGA (3) TAHUN,JKN PERAK PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI PERAK (PENGURUSAN),01/07/2022 12:00 PM,28/07/2022 12:00 PM,16,Ya,ui-button
TENDER/MAMPU/PERKHIDMATAN/10/2022: PEMBAHARUAN LESEN-LESEN PERISIAN ICT DAN PERKHIDMATAN SOKONGAN TEKNIKAL PLATFORM DATA RAYA SEKTOR AWAM (DRSA) MAMPU,KHIDMAT PENGURUSAN - MAMPU,01/07/2022 12:00 PM,27/07/2022 12:00 PM,15,Ya,ui-button
SEBUTHARGA PERKHIDMATAN SELENGGARA SISTEM PENYAMAN UDARA SECARA BERKALA BAGI TEMPOH 24 BULAN DI PENJARA ALOR SETAR,PENJARA ALOR SETAR,01/07/2022 12:00 PM,14/07/2022 12:00 PM,02,Ya,ui-button
"TENDER MEMBEKAL DAN MENGHANTAR SONGKOK, BERET, SUMMER CAP, DAN PEAK CAP BAGI ANGGOTA PENGUATKUASA JABATAN PENGANGKUTAN JALAN SELAMA TIGA (3) TAHUN",JABATAN PENGANGKUTAN JALAN IBU PEJABAT,01/07/2022 12:00 PM,26/07/2022 12:00 PM,14,Ya,ui-button
SEBUT HARGA PENYELENGGARAAN SISTEM MAKLUMAT PELAJAR LUAR NEGARA UNTUK KEMENTERIAN PENGAJIAN TINGGI,PENGURUSAN AM,01/07/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL DAN MENGHANTAR BARANG–BARANG KEPERLUAN BAGI URUSAN UJIAN FIZIKAL, PANCAINDERA DAN KECERGASAN (UFPK) DI SURUHANJAYA PERKHIDMATAN AWAM MALAYSIA",SURUHANJAYA PERKHIDMATAN AWAM,01/07/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Tidak,ui-button
"PERKHIDMATAN KAWALAN KESELAMATAN (TANPA SENJATA API) DI KOLEJ KOMUNITI TAPAH, PERAK BAGI TEMPOH TIGA (3) TAHUN BERMULA 1 MAC 2023 HINGGA 28 FEBRUARI 2026 DI BAWAH KEMENTERIAN PENGAJIAN TINGGI",KOLEJ KOMUNITI TAPAH,01/07/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Ya,ui-button
"SEBUTHARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH INFRASTRUKTUR PERKHIDMATAN RANGKAIAN DI PUSAT BIOSEKURITI CAWANGAN SARAWAK-BINTAWA, PEJABAT PERIKANAN WILAYAH 1, PUSAT PENGELUARAN BENIH IKAN LAUT SANTUBONG DAN PUSAT PENYELIDIKAN PERIKANAN SANTUBONG",JABATAN PERIKANAN LAUT SARAWAK,01/07/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Tidak,ui-button
"PERKHIDMATAN MEMBEKAL MAKANAN BERMASAK KE ASRAMA SK KUALA PERLIS DI BAWAH JABATAN PENDIDIKAN NEGERI PERLIS, KEMENTERIAN PENDIDIKAN MALAYSIA (KATEGORI C) MULAI 1 JANUARI 2023",BAHAGIAN PEROLEHAN,01/07/2022 12:00 PM,22/07/2022 12:00 PM,10,Tidak,ui-button
"SUPPLYING, DELIVERING, TESTING, COMMISSIONING AND ACCEPTANCE OF TWENTY (20) UNITS FORENSIC FIRE VEHICLE (FFV) TENDER COMPLETE WITH FITTINGS AND ACCESSORIES FOR FIRE AND RESCUE DEPARTMENT OF MALAYSIA (FRDM)",PEJABAT KEWANGAN IBU PEJABAT BOMBA DAN PENYELAMAT MALAYSIA,30/06/2022 12:00 PM,29/07/2022 12:00 PM,17,Ya,ui-button
"KERJA-KERJA PEMBERSIHAN MENGGUNAKAN ROADSWEEPER DI SEKSYEN 0.00-58.81, JALAN CENTRAL SPINE, FT 34, DAERAH LIPIS, PAHANG DARUL MAKMUR.",JABATAN KERJARAYA DAERAH LIPIS,30/06/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MEMASANG DAN MENGUJI LARI CLOSED-CIRCUIT TELEVISION (CCTV) DAN SISTEM PENGGERA KESELAMATAN JABATAN PENDIDIKAN NEGERI PERAK",JABATAN PENDIDIKAN NEGERI PERAK,30/06/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Ya,ui-button
TENDER PEROLEHAN PERALATAN DAN KELENGKAPAN ICT DI ILKBS,BAHAGIAN KEWANGAN KEMENTERIAN BELIA SUKAN,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
MEMBEKAL DAN MENGHANTAR ALAT GANTI SERVIS KENDERAAN UTILITI (RINGAN DAN BERAT) PELBAGAI MODEL BAGI JABATAN BOMBA DAN PENYELAMAT MALAYSIA NEGERI SEMBILAN,PERKHIDMATAN BOMBA NEGERI SEMBILAN,30/06/2022 12:00 PM,14/07/2022 12:00 PM,02,Ya,ui-button
MEMBEKAL DAN MENGHANTAR  DAN PENERIMAAN BAHAN MENTAH KERING DAN RANGSUM IKHTIAR HIDUP UNTUK JABATAN BOMBA DAN PENYELAMAT MALAYSIA (JBPM) BAGI TAHUN 2022 DAN 2023,PEJABAT KEWANGAN IBU PEJABAT BOMBA DAN PENYELAMAT MALAYSIA,30/06/2022 12:00 PM,14/07/2022 12:00 PM,02,Ya,ui-button
PEMBEKALAN TONG SAMPAH DAN PLASTIK SAMPAH UNTUK KEGUNAAN POLIS DIRAJA MALAYSIA,PENGARAH JABATAN LOGISTIK DAN TEKNOLOGI,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI LARI PERALATAN SUKAN BAGI PROJEK NAIK TARAF BILIK DARJAH KEPADA MAKMAL SAINS SUKAN DI SMK PAYA BESAR, SMK MARAN DAN SMK SULTANAH HAJJAH KALSOM DI BAWAH JABATAN PENDIDIKAN NEGERI PAHAN TAHUN 2022",JABATAN PENDIDIKAN NEGERI PAHANG,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI LARI PERALATAN SUKAN BAGI PROJEK NAIK TARAF BILIK DARJAH KEPADA MAKMAL SAINS SUKAN DI SMK PADANG SAUJANA DAN SMK MENGKARAK DI BAWAH JABATAN PENDIDIKAN NEGERI PAHAN TAHUN 2022",JABATAN PENDIDIKAN NEGERI PAHANG,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI LARI PERALATAN MAKMAL SAINS SUKAN (KIT PEMBELAJARAN) BAGI PROJEK NAIK TARAF BILIK DARJAH KEPADA MAKMAL SAINS SUKAN DI BAWAH JABATAN PENDIDIKAN NEGERI PAHAN TAHUN 2022",JABATAN PENDIDIKAN NEGERI PAHANG,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI LARI PENDINGIN HAWA (AIRCOND) KE SMK PAYA BESAR, SMK PADANG SAUJANA DAN SMK MENGKARAK DI BAWAH JABATAN PENDIDIKAN NEGERI PAHANG",JABATAN PENDIDIKAN NEGERI PAHANG,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Tidak,ui-button
"TENDER BAGI PEMBEKALAN, PEMASANGAN, PENGUJIAN DAN PENTAULIAHAN MESIN DAN PERALATAN BENGKEL JAHIT DI 12 INSTITUSI PENJARA",IBU PEJABAT PENJARA,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
PEMBELIAN STOK BANTUAN KEMANUSIAAN BAGI TAHUN 2022 (KATEGORI PAKAIAN ) DI DSP,DEPOT SIMPANAN PERTAHANAN,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Ya,ui-button
PEMBELIAN STOK BANTUAN KEMANUSIAAN BAGI TAHUN 2022 (KATEGORI BARANGAN AM ) DI DSP,DEPOT SIMPANAN PERTAHANAN,30/06/2022 12:00 PM,13/07/2022 12:00 PM,01,Ya,ui-button
SEBUTHARGA PEMBEKALAN DAN PENGIRIMAN TACTICAL MULTIPURPOSE TOOL UNTUK JABATAN PENJARA MALAYSIA,IBU PEJABAT PENJARA,30/06/2022 12:00 PM,14/07/2022 12:00 PM,02,Tidak,ui-button
TENDER PERKHIDMATAN SEWAAN PERKAKASAN ICT DI MAHKAMAH SYARIAH WILAYAH PERSEKUTUAN BAGI TEMPOH 36 BULAN,MAHKAMAH SHARIAH WILAYAH PERSEKUTUAN,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
"SEBUTHARGA ""TO REPAIR AND UPGRADE 2 UNIT FUME CUPBOARD WITH  SCRUBBER SYSTEM""  DI MAKMAL BAJA, BAHAGIAN PERKHIDMATAN MAKMAL,JABATAN PERTANIAN, JALAN SULTAN SALAHUDDIN, KUALA LUMPUR",BHG. BIOSEKURITI TUMBUHAN KUALA LUMPUR,30/06/2022 12:00 PM,19/07/2022 12:00 PM,07,Ya,ui-button
"TAWARAN PERKHIDMATAN MENCETAK DAN MENGHANTAR PELBAGAI JENIS BAHAN CETAK KE HOSPITAL SULTANAH BAHIYAH, ALOR SETAR, KEDAH BAGI TEMPOH DUA (2) TAHUN",JKN KEDAH PEJ TIMB PENGARAH KES NEGERI KEDAH (PENGURUSAN) UNIT,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
SEBUT HARGA MEMBEKAL DAN MENGHANTAR BAHAN DIGITAL SIAP BINA BERJAJARKAN COMMON EUROPEAN FRAMEWORK OF REFERENCE FOR LANGUAGES (CEFR) TINGKATAN 2 KEGUNAAN SESI PERSEKOLAHAN MULAI TAHUN 2023,BAHAGIAN SUMBER DAN TEKNOLOGI PENDIDIKAN,30/06/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
SEBUT HARGA MEMBEKAL DAN MENGHANTAR BAHAN DIGITAL SIAP BINA BERJAJARKAN COMMON EUROPEAN FRAMEWORK OF REFERENCE FOR LANGUAGES (CEFR) TINGKATAN 3 KEGUNAAN SESI PERSEKOLAHAN MULAI TAHUN 2023,BAHAGIAN SUMBER DAN TEKNOLOGI PENDIDIKAN,30/06/2022 12:00 PM,27/07/2022 12:00 PM,15,Tidak,ui-button
"TENDER MEMBEKAL, MENGHANTAR DAN MENGUJILARI PERALATAN DAN MESIN KEPADA PENERIMA BANTUAN PROGRAM PEMBANGUNAN SEMULA PROJEK AGROMAKANAN (PPSPA), JABATAN PERKHIDMATAN VETERINAR NEGERI SELANGOR BAGI TAHUN 2022.",PENGARAH PERKHIDMATAN VETERINAR SELANGOR,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
"TENDER MEMBEKAL DAN MENGHANTAR TERNAKAN RUMINAN DAN NON RUMINAN KEPADA PENERIMA BANTUAN PROGRAM PEMBANGUNAN SEMULA PROJEK AGROMAKANAN (PPSPA), JABATAN PERKHIDMATAN VETERINAR NEGERI SELANGOR BAGI TAHUN 2022.",PENGARAH PERKHIDMATAN VETERINAR SELANGOR,30/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
"PERKHIDMATAN MEMOTONG DAHAN POKOK, PEMBERSIHAN PAGAR DAN LONGKANG SERTA PEMOTONGAN RUMPUT DI INSTITUT SAINS DAN TEKNOLOGI PERTAHANAN (STRIDE), BAHAGIAN TEKNOLOGI PERSENJATAAN (BTP), BATU ARANG, SELANGOR",INSTITUT PENYELIDIKAN SAINS DAN TEKNOLOGI PERTAHANAN,30/06/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Ya,ui-button
"TENDER PEMBANGUNAN SEMULA SISTEM E-VETTING 3.0 DI PEJABAT KETUA PEGAWAI KESELAMATAN KERAJAAN MALAYSIA CGSO, JABATAN PERDANA MENTERI",PEJABAT KETUA PEGAWAI KESELAMATAN KERAJAAN,30/06/2022 12:00 PM,28/07/2022 12:00 PM,16,Ya,ui-button
KERJA-KERJA MEMBERSIH DAN MENCUCI KAWASAN DAN BANGUNAN DI AKADEMI BOMBA DAN PENYELAMAT MALAYSIA WILAYAH SABAH BAGI TEMPOH 24 BULAN,AKADEMI BOMBA PENYELAMAT MALAYSIA WILAYAH SABAH,30/06/2022 12:00 PM,12/07/2022 12:00 PM,22 jam 40 minit,Ya,ui-button
SEBUTHARGA KERJA-KERJA PENYELENGGARAAN DAN PEMBAIKAN PERALATAN PENCAHAYAAN UNTUK JABATAN BOMBA DAN PENYELAMAT MALAYSIA NEGERI JOHOR BAGI TAHUN 2022,IBU PEJ BOMBA DAN PENYELAMAT NEGERI JOHOR,30/06/2022 12:00 PM,19/07/2022 12:00 PM,07,Ya,ui-button
"TAWARAN MEMBEKAL DAN MENGHANTAR BAHAN MAKANAN MENTAH BASAH DAN KERING KE HOSPITAL PITAS, JABATAN KESIHATAN NEGERI SABAH UNTUK TEMPOH TIGA (3) TAHUN",JKN SABAH PEJABAT TIMBALAN PENGARAH KESIHATAN NEGERI SABAH (PENGURUSAN),30/06/2022 12:00 PM,27/07/2022 12:00 PM,15,Ya,ui-button
"MEMBEKAL, MENGHANTAR, MENGUJI DAN MENTAULIAH SENJATA ANTI KERETA KEBAL 84MM UNTUK TENTERA DARAT",BAHAGIAN PEROLEHAN,29/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
TENDER PEROLEHAN SATU (1) UNIT PERALATAN GAS CHROMATOGRAPHY WITH TRIPLE QUADRUPOLE MASS SPECTROMETER (GC-MS/MS) UNTUK KEPERLUAN MAKMAL KESELAMATAN DAN KUALITI MAKANAN PULAU PINANG,BAHAGIAN PEROLEHAN DAN PENSWASTAAN,29/06/2022 12:00 PM,01/08/2022 12:00 PM,20,Ya,ui-button
"TENDER PEROLEHAN DUA (2) UNIT PERALATAN LIQUID CHROMATOGRAPHY TRIPLE QUADRUPOLE MASS SPECTROMETER (LC-MS/MS) BAGI MAKMAL KESELAMATAN DAN KUALITI MAKANAN, KEMENTERIAN KESIHATAN MALAYSIA",BAHAGIAN PEROLEHAN DAN PENSWASTAAN,29/06/2022 12:00 PM,01/08/2022 12:00 PM,20,Ya,ui-button
"PEMBEKALAN DAN PENGHANTARAN ALAT GANTI, PERKHIDMATAN SELENGGARAAN DAN LATIHAN BAGI MERIAM BOFORS 57MM/L70 UNTUK TENTERA LAUT DIRAJA MALAYSIA (TLDM)",BAHAGIAN PEROLEHAN,29/06/2022 12:00 PM,21/07/2022 12:00 PM,09,Tidak,ui-button
TENDER MEMBEKAL DAN MENGHANTAR KIT BAGI REAGEN SARS-COV-2 ANTIGEN (RTK-AG) KENDIRI UNTUK KEPERLUAN PEJABAT KESIHATAN DAERAH/ KLINIK KESIHATAN DAN HOSPITAL UNTUK TEMPOH SATU (1) TAHUN,BAHAGIAN PEROLEHAN DAN PENSWASTAAN,29/06/2022 12:00 PM,20/07/2022 12:00 PM,08,Tidak,ui-button
